ID	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26	RawCoord27	RawCoord28	RawCoord29	RawCoord30	RawCoord31	RawCoord32	RawCoord33	RawCoord34	RawCoord35	RawCoord36	RawCoord37	RawCoord38																										
FG_SA48_L	3.38805	10.70149	3.04477	5	6.53731	3.46268	8.14925	3.2985	8.62686	3.98507	7.70149	4.31343	7.3582	4.95522	6.10447	6.89552	9.26865	8.07462	11.0597	6.97014	12.43283	8.55223	14.10447	7.71641	12.76119	5.58208	12.20895	4.76119	13.68656	5.73134	17.50746	7.40298	17	8.49253	15.3582	10	12.67164	10.98507																										
FG_SA48_R	15.98507	11.53731	16.13432	6.1194	12.89552	3.83582	11.1791	3.53731	10.82089	4.10447	11.59701	4.52238	11.86567	5.2388	12.89552	7.32835	9.49253	8.2985	8.01492	7.04477	6.50746	8.53731	5.02985	7.41791	6.62686	5.50746	7.20895	4.73134	5.62686	5.62686	1.91044	6.86567	2.26865	8.14925	3.65671	9.70149	6.1194	10.97014																										
FG_SA50_L	3.89552	11.04477	2.79104	5.80597	6.0597	3.41791	7.55223	3.1791	7.92537	3.83582	7.19402	4.02985	6.85074	4.74626	5.76119	6.92537	9.13432	8	10.80597	6.62686	12.38805	8.26865	14.31343	7.04477	12.43283	5.22388	11.68656	4.38805	13.52238	5.31343	17.40298	6.73134	16.77611	7.94029	15.02985	9.67164	12.62686	10.49253																										
FG_SL02_L	2.56484	12.7937	2.67171	6.59532	6.18311	4.64115	7.86248	4.59535	8.27468	5.3587	7.32813	5.57243	6.97699	6.16784	5.75564	8.32048	9.20597	9.51131	10.91587	8.36629	12.53416	9.95405	14.44253	8.82429	12.77843	6.96173	12.04562	6.09151	13.80132	7.06859	18.015	8.70216	17.52646	9.89298	15.98449	11.37388	13.02271	12.28989																										
FG_SL02_R	17.16005	12.6563	18.07607	6.47318	13.92346	4.22894	12.12196	4.10681	11.77082	4.74802	12.54943	5.08389	12.85477	5.70984	14.06086	7.98461	10.41206	9.16017	8.82429	8.03041	7.09913	9.46551	5.38923	8.44262	7.02279	6.51898	7.77087	5.64877	6.01517	6.70219	1.90836	8.24415	2.51904	9.45024	3.8778	10.8548	6.61059	11.86242																										
FG_SL03_L	4.29001	12.57996	3.54193	7.19073	6.93119	5.26709	8.61056	5.03809	9.08383	5.69457	8.18308	5.90831	7.90828	6.62585	6.91592	8.74796	10.03038	9.58764	11.72502	8.50369	13.23644	9.84718	14.91581	8.88536	13.55705	7.1602	12.67157	6.32051	14.3662	7.19073	17.63333	8.06095	17.45012	9.63344	15.96923	11.16014	13.69445	12.16776																										
FG_SL03_R	15.54175	11.64868	16.68677	6.62585	13.38911	4.29001	11.77082	3.99994	11.31281	4.51901	12.13722	4.90069	12.32043	5.60297	13.37385	7.75561	9.96932	8.68689	8.54949	7.3892	7.09913	8.9159	5.38923	7.86248	6.94646	6.13731	7.63347	5.31289	5.95411	6.22891	2.50378	7.6182	2.99232	8.79376	4.38161	10.28992	6.82432	11.28227																										
FG_SL04_L	3.03812	12.04562	2.50378	6.48845	6.04571	4.15261	7.86248	3.9236	8.15255	4.51901	7.31287	4.83962	6.90066	5.60297	5.74037	7.90828	9.2823	9.06857	11.28227	7.86248	12.7937	9.46551	14.99214	8.28995	13.16011	6.21364	12.06089	5.14496	14.09139	6.32051	18.50354	8.13728	17.86233	9.41971	16.1219	10.9464	13.41965	11.93875																										
FG_SL05_L	3.81673	12.5647	1.55722	7.1602	6.41212	4.87015	8.16781	4.61061	8.56476	5.26709	7.66401	5.6335	7.31287	6.22891	6.07624	8.53422	9.99985	9.64871	11.38914	8.39682	12.9311	9.98458	14.99214	9.06857	13.41965	7.03806	12.42729	5.99991	14.28986	7.14493	18.54934	8.74796	18.09133	9.87771	16.51884	11.31281	13.45018	12.33569																										
FG_SL06_L	3.37399	11.70975	2.0305	5.95411	6.71745	3.67933	8.54949	3.43506	8.93116	4.061	8.04568	4.38161	7.72507	5.05336	6.58005	7.435	9.98458	8.58002	11.72502	7.40447	13.23644	9.0075	15.17535	7.93881	13.54178	5.89304	12.87004	4.91595	14.51887	5.89304	18.53408	7.60294	17.98447	8.77849	16.38144	10.45786	13.52652	11.29754																										
FG_SL06_R	15.57229	11.86242	16.15243	6.13731	12.73263	3.6488	11.11434	3.22132	10.64106	3.72513	11.41968	4.16787	11.60288	4.93122	12.59523	7.46554	8.94643	8.30522	7.45027	6.93119	5.8167	8.50369	4.07627	7.31287	5.75564	5.3587	6.45792	4.44268	4.77855	5.41976	1.03815	6.74799	1.35875	7.98461	2.82438	9.83191	5.46556	10.82426																										
FG_SL07_L	3.46559	12.25936	2.94652	6.88539	6.28998	4.38161	7.75561	4.13734	8.19835	4.82435	7.3434	5.09916	7.06859	5.74037	6.07624	7.96934	9.38917	8.74796	10.88533	7.4808	12.68683	9.08383	14.5952	7.87774	12.94637	6.12204	12.03035	5.22129	13.90819	6.30525	17.67913	7.5266	17.22112	8.56476	15.61809	10.22885	13.43491	11.22121																										
FG_SL07_R	15.90816	13.02271	16.59517	7.26706	13.46545	4.96175	11.86242	4.59535	11.41968	5.09916	12.19829	5.5877	12.30516	6.15258	13.23644	8.61056	9.75558	9.22123	8.44262	7.81668	6.54952	9.3281	4.82435	7.86248	6.48845	6.38158	7.5266	5.4961	5.60297	6.45792	2.27477	7.19073	2.33584	8.64109	3.67933	10.35099	6.01517	11.51128																										
FG_SL08_L	3.9236	12.13722	3.46559	6.42738	6.96173	4.32054	8.85483	4.07627	9.22123	4.82435	8.18308	5.06862	7.80141	5.69457	6.73272	7.98461	10.35099	9.12963	12.24409	8.25942	13.58758	9.61818	15.41962	8.53422	14.5494	6.96173	13.12957	5.66403	15.08374	6.90066	18.85468	8.28995	18.25927	9.3739	16.50357	10.9464	13.89292	11.75555																										
FG_SL08_R	15.12955	12.68683	17.09898	7.3434	13.66392	4.65642	12.01509	4.03047	11.48074	4.56481	12.36623	5.02282	12.5189	5.8167	13.19064	8.24415	9.43497	8.88536	7.81668	7.66401	6.35105	8.83956	4.71748	7.41973	6.51898	5.80144	7.2976	4.97702	5.23656	6.07624	1.92363	6.38158	2.01523	7.89301	3.32819	9.57237	6.51898	11.25174																										
FG_SL09_R	15.90816	11.41968	15.84709	5.3587	12.12196	3.61826	10.41206	3.43506	10.09145	3.98467	10.88533	4.47321	11.1296	5.14496	12.41203	7.35867	8.73269	8.61056	7.37393	7.3434	5.80144	9.11437	3.90834	7.89301	5.22129	6.10678	6.16784	5.12969	4.58008	6.12204	0.87021	7.72507	1.26715	9.06857	2.85492	10.62579	5.52663	11.49601																										
FG_SL11_L	3.67933	12.54943	2.96178	6.79379	6.47318	4.33581	8.12201	4.09154	8.48842	4.76328	7.67927	5.08389	7.3892	5.74037	6.36631	8.09148	10.03038	9.0075	11.63341	7.75561	13.52652	9.2823	15.26695	8.09148	13.51125	6.21364	12.67157	5.31289	14.3662	6.25945	18.73255	7.60294	18.0608	8.90063	16.53411	10.48839	13.93872	11.57235																										
FG_SL11_R	15.83183	12.35096	17.09898	6.07624	13.72499	3.9236	12.07615	3.58773	11.61815	4.10681	12.35096	4.62588	12.53416	5.3587	13.46545	7.72507	9.86245	8.41209	8.16781	7.12966	6.21364	8.62582	4.65642	7.28233	6.51898	5.51137	7.26706	4.70222	5.4503	5.5877	1.49616	6.77852	1.99997	8.06095	3.31292	9.58764	5.66403	10.83953																										
FG_SL12_L	4.12207	13.26698	3.58773	7.63347	6.79379	5.32816	8.50369	5.00756	8.88536	5.6335	8.01515	5.99991	7.75561	6.59532	6.85486	8.9159	10.42732	9.77085	11.96929	8.51895	13.63338	9.99985	15.48069	8.62582	13.60285	7.05333	12.7937	6.13731	14.51887	7.09913	18.71728	8.45789	18.13714	9.74031	16.42724	11.51128	14.13719	12.28989																										
FG_SL12_R	17.25165	13.89292	18.18294	8.10675	14.91581	5.5877	13.31278	5.20603	12.7937	5.75564	13.60285	6.18311	13.69445	6.79379	14.57994	9.3281	10.7632	9.98458	9.48077	8.58002	7.66401	10.06092	5.96937	8.56476	7.95408	7.1144	8.76323	6.13731	7.03806	7.02279	3.03812	8.18308	3.40453	9.58764	4.76328	11.1296	7.1144	12.32043																										
FG_SL13_L	3.00758	13.16011	2.68698	7.26706	5.87777	5.08389	7.60294	4.74802	8.07621	5.51137	7.08386	5.7709	6.85486	6.36631	5.93884	8.82429	9.80138	9.57237	11.06854	8.24415	12.76317	9.78611	14.67154	8.39682	12.9311	6.76326	11.93875	5.92357	13.89292	6.80906	18.18294	8.35102	17.69439	9.3281	16.04556	11.038	13.38911	12.15249																										
FG_SL13_R	17.19058	12.8395	17.51119	7.32813	14.21353	4.62588	12.45783	4.29001	12.09142	4.85489	12.91584	5.23656	13.03797	5.92357	14.09139	8.45789	10.07618	9.22123	8.87009	7.81668	7.1144	9.34337	5.34343	7.89301	7.02279	6.32051	8.06095	5.46556	5.98464	6.35105	1.99997	7.81668	2.54958	8.88536	3.9694	10.61053	6.45792	11.67921																										
FG_SL14_L	3.16025	13.14484	2.45797	7.92354	5.57243	5.46556	7.31287	5.19076	7.69454	5.84724	6.83959	6.10678	6.50372	6.85486	5.51137	9.03803	9.1449	10.07618	10.62579	8.70216	12.36623	10.33572	14.21353	9.0533	12.48836	7.32813	11.60288	6.39685	13.45018	7.3434	17.40432	8.79376	16.91578	10.10672	15.43488	11.69448	12.73263	12.68683																										
FG_SL18_L	4.77855	11.48074	4.68695	5.99991	8.25942	4.22894	9.95405	4.21367	10.39679	4.85489	9.54184	5.02282	9.1907	5.61823	7.93881	7.77087	11.25174	8.9617	12.7479	7.86248	14.21353	9.48077	15.99976	8.54949	14.38146	6.39685	13.83185	5.69457	15.37382	6.56478	19.28216	8.47315	18.74781	9.55711	17.00738	10.96167	14.47307	11.74028																										
FG_SL18_R	15.43488	11.48074	15.96923	6.27471	12.48836	4.03047	11.00747	3.81673	10.48839	4.29001	11.28227	4.62588	11.49601	5.26709	12.54943	7.55714	9.22123	8.48842	7.77087	7.22126	6.13731	8.77849	4.58008	7.4808	6.24418	5.80144	6.79379	5.05336	5.4045	5.83197	1.54196	7.41973	1.99997	8.51895	3.52666	9.93878	5.84724	10.9464																										
FG_SL22_L	2.62591	11.83188	1.8931	5.70984	5.4045	3.61826	7.22126	3.26712	7.63347	4.03047	6.76326	4.25947	6.44265	4.94649	5.41976	7.3434	9.11437	8.30522	10.70213	6.96173	12.36623	8.54949	14.16773	7.2976	12.44256	5.43503	11.63341	4.59535	13.46545	5.64877	17.74019	6.99226	17.28219	8.25942	15.75549	9.81665	12.8395	10.88533																										
FG_SL22_R	16.65624	11.90822	17.81653	6.04571	14.412	3.40453	12.7937	2.88545	12.21356	3.51139	13.17538	3.86253	13.29751	4.58008	14.16773	7.14493	10.39679	7.84721	8.83956	6.35105	7.1602	7.84721	5.4961	6.58005	7.3434	4.80909	8.16781	4.0152	6.33578	4.90069	2.13737	5.98464	2.38164	7.26706	3.7404	8.9159	6.64112	10.19832																										
FG_SL23_R	16.73258	11.84715	17.80126	5.80144	13.83185	3.63353	11.99982	3.32819	11.49601	3.86253	12.39676	4.13734	12.64103	5.05336	13.83185	7.51134	10.39679	8.36629	8.68689	6.91592	6.90066	8.68689	5.08389	7.45027	6.91592	5.46556	7.55714	4.61061	6.06098	5.38923	1.9389	6.99226	2.39691	8.35102	3.89307	10.01512	6.38158	11.20594																										
FG_SL24_L	2.41217	11.84715	1.64883	6.36631	5.03809	3.61826	6.80906	3.14499	7.22126	3.80147	6.25945	4.19841	5.93884	4.94649	4.97702	7.41973	8.73269	8.12201	10.24412	6.62585	12.06089	8.16781	13.93872	6.85486	12.01509	5.06862	11.16014	4.25947	13.06851	5.03809	17.43486	6.13731	17.20585	7.63347	15.69442	9.41971	12.97691	10.59526																										
FG_SL24_R	16.27457	11.70975	17.52646	5.7709	13.60285	3.41979	12.01509	2.94652	11.49601	3.52666	12.38149	3.95414	12.6105	4.73275	13.60285	7.17546	9.84718	7.98461	8.28995	6.56478	6.58005	8.04568	4.77855	6.77852	6.64112	5.06862	7.435	4.29001	5.60297	5.03809	1.37402	6.45792	1.75569	7.83194	3.16025	9.46551	5.75564	10.50366																										
FG_SL25_L	3.67933	12.6105	2.90072	7.19073	6.30525	4.62588	8.13728	4.24421	8.58002	4.93122	7.5724	5.19076	7.31287	5.90831	6.35105	8.22888	9.98458	9.06857	11.51128	7.78614	13.12957	9.2365	14.74787	8.09148	13.09904	6.27471	12.33569	5.37396	14.09139	6.28998	18.51881	7.74034	18.015	8.77849	16.64097	10.39679	13.96926	11.69448																										
FG_SL25_R	16.01503	11.72502	16.76311	6.22891	12.99217	3.81673	11.34334	3.5572	10.9006	4.12207	11.78608	4.30528	12.01509	5.05336	13.16011	7.5266	9.52657	8.59529	8.03041	7.31287	6.48845	8.90063	4.94649	7.89301	6.50372	5.95411	7.1602	5.00756	5.41976	6.06098	1.43509	7.69454	1.87783	8.74796	3.32819	10.27465	6.04571	11.25174																										
FG_SL31_L	3.89307	12.44256	3.23659	6.64112	6.74799	4.33581	8.62582	4.12207	9.1907	4.94649	8.15255	5.03809	7.77087	5.75564	6.58005	8.07621	10.10672	9.16017	11.89295	7.87774	13.78605	9.69451	15.80129	8.38155	14.07613	6.59532	13.14484	5.69457	14.97688	6.71745	19.05315	8.54949	18.41194	9.58764	16.85471	11.1296	14.19826	12.04562																										
FG_SL31_R	16.13716	11.63341	17.49592	5.5419	13.96926	3.32819	12.27463	3.02285	11.64868	3.66406	12.6105	3.95414	12.8395	4.74802	13.90819	7.14493	10.16779	8.10675	8.48842	6.73272	6.68692	8.45789	4.82435	7.00753	6.44265	5.3587	7.54187	4.51901	5.57243	5.43503	2.04577	6.58005	2.0763	8.10675	3.66406	9.72504	6.19838	10.7174																										
FG_SL32_L	2.62591	13.28224	1.87783	7.5724	5.14496	4.85489	6.99226	4.35108	7.5724	5.02282	6.54952	5.3587	6.25945	6.03044	5.32816	8.61056	9.06857	9.17543	10.64106	7.84721	12.7021	9.35864	14.70207	8.09148	12.7021	6.13731	11.51128	5.26709	13.75552	6.09151	18.39667	7.60294	17.9234	8.82429	16.33563	10.47312	13.26698	11.70975																										
FG_SL32_R	16.96158	11.23647	17.43486	5.38923	13.95399	2.83965	12.33569	2.33584	11.81662	2.90072	12.67157	3.34346	12.8853	4.03047	13.87766	6.61059	9.99985	7.35867	8.59529	5.96937	6.65639	7.51134	4.67168	6.33578	6.48845	4.42741	7.63347	3.49613	5.4503	4.42741	1.14502	5.99991	1.72516	7.19073	3.54193	8.97696	6.16784	9.86245																										
FG_SL33_L	2.96178	13.20591	2.64118	7.19073	6.44265	4.50375	8.28995	4.22894	8.76323	4.90069	7.86248	5.25183	7.54187	5.98464	6.30525	8.59529	10.28992	9.46551	11.96929	8.07621	13.48071	9.67924	15.63336	8.39682	13.60285	6.32051	12.71737	5.4961	14.5952	6.39685	19.20582	8.09148	18.79361	9.26704	16.91578	11.02274	13.89292	12.15249																										
FG_SL33_R	16.50357	11.52654	17.51119	5.38923	13.38911	3.00758	11.60288	2.73278	11.23647	3.31292	12.04562	3.7404	12.27463	4.51901	13.60285	7.09913	9.60291	8.21362	7.95408	6.80906	6.48845	8.53422	4.45795	7.3434	6.39685	5.12969	7.22126	4.21367	5.34343	5.17549	0.99235	7.08386	1.64883	8.33575	3.32819	9.93878	5.96937	10.93113																										
FG_SL34_L	3.40453	12.22882	2.93125	6.79379	6.01517	4.53428	7.69454	4.19841	8.10675	4.77855	7.28233	5.08389	6.97699	5.7251	5.96937	7.99988	9.48077	8.85483	10.91587	7.72507	12.39676	9.1449	14.12193	7.90828	12.5647	6.25945	11.72502	5.38923	13.37385	6.30525	17.12952	7.5724	16.68677	8.83956	15.40435	10.35099	13.09904	11.38914																										
FG_SL34_R	16.83944	12.07615	17.40432	6.44265	14.19826	4.15261	12.76317	3.72513	12.32043	4.18314	13.03797	4.59535	13.19064	5.29763	14.18299	7.70981	10.32046	8.45789	9.17543	7.06859	7.60294	8.50369	5.99991	7.31287	7.58767	5.60297	8.42735	4.82435	6.76326	5.6335	3.35872	6.41212	3.46559	7.99988	5.05336	9.74031	6.91592	10.7632																										
FG_SL35_L	4.04574	12.22882	3.00758	5.96937	6.36631	3.9236	8.09148	3.63353	8.50369	4.25947	7.58767	4.70222	7.2976	5.34343	6.25945	7.70981	10.04565	8.76323	11.45021	7.41973	13.16011	9.11437	15.16008	7.74034	13.35858	5.89304	12.39676	5.08389	14.24406	5.99991	18.61041	7.92354	18.09133	8.83956	16.50357	10.41206	13.52652	11.66395																										
FG_SL35_R	14.57994	12.5647	16.61044	6.94646	13.58758	4.24421	12.03035	3.6488	11.52654	4.10681	12.27463	4.65642	12.35096	5.32816	12.94637	8.03041	8.79376	8.25942	7.89301	6.56478	5.90831	7.96934	4.32054	6.15258	6.45792	4.85489	7.49607	4.16787	5.57243	4.73275	1.09922	5.60297	1.31295	6.90066	2.67171	8.67162	5.19076	10.22885																										
FG_SL37_L	2.22897	12.82424	2.06103	7.05333	5.29763	4.82435	6.99226	4.51901	7.3892	5.28236	6.53425	5.46556	6.21364	6.13731	5.20603	8.38155	8.71743	9.2823	10.18305	8.03041	11.93875	9.61818	13.69445	8.35102	11.90822	6.51898	11.14487	5.69457	12.90057	6.59532	16.85471	8.18308	16.19823	9.38917	14.6868	10.91587	12.27463	11.93875																										
FG_SL37_R	16.45777	11.66395	16.74784	5.83197	13.26698	3.57246	11.60288	3.22132	11.22121	3.81673	12.04562	4.09154	12.30516	4.94649	13.40438	7.26706	9.75558	8.09148	8.18308	6.87012	6.44265	8.54949	4.71748	7.22126	6.45792	5.32816	7.2976	4.41214	5.55717	5.43503	1.86256	6.76326	2.2137	8.18308	3.6488	9.81665	6.24418	10.82426																										
FG_SL40_L	2.71751	12.5189	2.39691	6.90066	5.98464	4.64115	7.81668	4.38161	8.27468	5.03809	7.2976	5.41976	6.91592	6.10678	5.69457	8.41209	9.51131	9.49604	11.16014	8.24415	12.87004	9.83191	14.79367	8.38155	13.03797	6.71745	12.22882	5.7251	14.06086	6.91592	18.25927	8.56476	17.86233	9.3739	16.1677	10.9006	13.43491	12.09142																										
FG_SL41_L	4.04574	13.31278	3.63353	7.72507	7.03806	5.29763	8.62582	4.99229	8.97696	5.6335	8.18308	5.93884	7.90828	6.61059	6.91592	8.88536	10.38152	9.78611	12.01509	8.50369	13.77079	10.06092	15.51122	8.88536	13.77079	7.05333	12.82424	6.15258	14.76314	7.14493	18.93102	8.45789	18.50354	9.60291	17.05318	11.22121	14.33566	12.42729																										
FG_SL41_R	15.38908	11.99982	16.90051	6.30525	13.66392	3.98467	12.25936	3.54193	11.77082	4.07627	12.48836	4.51901	12.64103	5.22129	13.45018	7.6182	9.75558	8.32048	8.45789	6.90066	6.58005	8.39682	5.02282	7.02279	6.76326	5.34343	7.77087	4.48848	5.92357	5.31289	1.87783	6.41212	2.13737	7.74034	3.38926	9.46551	6.30525	10.87007																										
FG_SL42_L	5.70984	12.19829	4.21367	6.65639	7.26706	4.27474	8.97696	3.8778	9.40444	4.47321	8.59529	4.85489	8.36629	5.41976	7.6182	7.78614	11.22121	8.30522	12.5189	7.03806	14.09139	8.42735	15.87763	7.32813	14.12193	5.4045	13.32805	4.76328	15.05321	5.38923	18.86995	7.02279	18.33561	8.06095	17.02265	9.81665	14.85474	10.65633																										
FG_SL52_L	3.14499	11.98455	2.62591	6.15258	6.04571	3.86253	7.89301	3.67933	8.48842	4.45795	7.37393	4.50375	7.03806	5.23656	5.93884	7.66401	9.84718	8.59529	11.22121	7.206	12.8395	8.71743	14.80894	7.60294	13.31278	5.89304	12.15249	5.00756	14.06086	5.98464	18.38141	7.26706	17.80126	8.39682	16.27457	9.90825	13.49598	11.00747																										
FG_SL52_R	17.00738	10.88533	17.45012	5.66403	14.2288	3.32819	12.5189	2.90072	11.90822	3.46559	12.87004	3.81673	13.03797	4.48848	13.95399	7.12966	9.75558	7.69454	8.77849	6.22891	6.94646	7.63347	5.32816	6.30525	6.83959	4.77855	8.06095	3.98467	6.10678	4.80909	1.99997	5.74037	2.41217	6.99226	3.66406	8.56476	6.10678	9.83191																										
FG_TA01_L	1.64615	12.46153	1.32307	5.46153	5.33846	3.41538	7.52307	3.18461	7.84615	3.8923	6.83076	4.27692	6.43076	5.01538	4.95384	7.61538	8.90769	8.81538	10.93846	7.46153	12.75384	9.30769	14.72307	8.12307	12.84615	5.73846	12.15384	4.75384	14.03076	5.98461	18.93846	7.76923	18.36923	9.0923	16.44615	10.8	13.21538	11.83076																										
FG_TA01_R	16.64615	13	18.32307	6.50769	14.32307	3.52307	12.36923	3	11.90769	3.56923	12.8	4.10769	12.98461	4.96923	14.10769	7.73846	9.81538	8.47692	8.16923	6.86153	6.10769	8.35384	4.41538	7.10769	6.35384	4.96923	7.4	4.13846	5.33846	5.04615	0.53846	6.2923	0.86153	7.61538	2.43076	9.43076	5.41538	10.90769																										
FG_TA03_L	3.67692	12.32307	3.01538	6.41538	6.67692	3.90769	8.4923	3.58461	8.86153	4.26153	7.96923	4.55384	7.64615	5.23076	6.52307	7.66153	10.03076	8.55384	11.81538	7.24615	13.46153	8.90769	15.4	7.6923	13.90769	5.84615	12.87692	4.83076	14.63076	5.75384	18.70769	7.35384	18.21538	8.50769	16.67692	10.16923	14.04615	11.27692																										
FG_TA03_R	15.83076	12.43076	17.50769	6.63076	14.2923	4.01538	12.84615	3.36923	12.27692	3.86153	12.98461	4.30769	13.10769	5.06153	13.86153	7.70769	10.35384	8.16923	8.73846	6.6	6.86153	8	5.16923	6.6923	6.8923	4.93846	8.12307	3.98461	6.16923	4.81538	2.30769	5.6	2.43076	6.98461	3.70769	8.86153	6.04615	10.27692																										
FG_TA08_L	3.61538	13.04615	1.84615	7.10769	5.23076	4.70769	7	4.12307	7.58461	4.86153	6.63076	5.24615	6.43076	5.96923	5.53846	8.38461	8.98461	8.87692	10.47692	7.2923	12.63076	8.76923	14.12307	7.30769	11.96923	5.67692	11.26153	4.95384	13.04615	5.67692	17.55384	6.55384	17.32307	7.81538	15.95384	9.56923	13.21538	11.26153																										
FG_TA08_R	15.38461	12.95384	17.24615	7.56923	14.41538	4.2923	12.90769	3.41538	12.32307	3.8923	12.98461	4.47692	12.98461	5.30769	13.44615	7.87692	9.90769	7.81538	8.73846	5.92307	6.43076	7.06153	5.15384	5.30769	7.36923	4.12307	8.36923	3.55384	6.4923	4.03076	1.96923	4.46153	2.10769	5.63076	3.18461	7.52307	5.44615	9.2923																										
FG_TA09_L	2.93846	12.41538	3.10769	6.78461	6.8923	4.67692	8.63076	4.53846	8.96923	5.16923	8	5.50769	7.6	6.2	6.24615	8.33846	9.46153	9.50769	11.24615	8.41538	12.72307	10.23076	14.67692	9.23076	13.23076	7.04615	12.81538	6	14.26153	7.27692	17.92307	8.90769	17.38461	10	15.6923	11.61538	13.12307	12.70769																										
FG_TA09_R	16.01538	11.58461	16.35384	6.03076	12.98461	3.43076	11.23076	3	10.87692	3.53846	11.66153	4.10769	11.81538	4.83076	12.90769	7.13846	9.44615	7.90769	7.95384	6.50769	6.18461	8.13846	4.46153	6.84615	6.18461	4.92307	6.83076	3.96923	5.24615	4.92307	1.64615	6.07692	1.84615	7.41538	3.26153	9.18461	5.72307	10.47692																										
FG_TA10_L	3.41538	12.86153	2.93846	7.55384	6.32307	5.16923	7.93846	4.83076	8.43076	5.63076	7.41538	5.8	7.13846	6.50769	5.96923	8.81538	9.53846	9.78461	11.32307	8.55384	12.93846	10.01538	14.72307	8.8923	13.23076	6.95384	12.2923	5.96923	14.06153	6.93846	18.24615	8.55384	17.6	9.76923	16.15384	11.32307	13.47692	12.41538																										
FG_TA10_R	16.03076	12.72307	17.21538	7.33846	13.50769	4.81538	12.03076	4.32307	11.55384	4.93846	12.41538	5.33846	12.56923	6.01538	13.70769	8.43076	10.12307	9.33846	8.30769	8.24615	6.84615	9.6923	5	8.41538	6.43076	6.56923	7.75384	5.64615	5.72307	6.53846	1.86153	8.18461	2.2923	9.47692	4.03076	10.96923	6.70769	12.01538																										
FG_TA11_L	3.47692	11.96923	1.56923	5.86153	5.35384	3.46153	7.26153	3.12307	7.70769	3.76923	6.8	4.2	6.53846	4.90769	5.47692	7.43076	8.93846	8.4	10.66153	6.81538	12.4923	8.58461	14.61538	7.12307	12.4923	5.12307	11.72307	4.2923	13.58461	5.12307	18.10769	6.64615	17.92307	8.12307	15.92307	9.90769	12.56923	11.15384																										
FG_TA11_R	16.83076	13.2	18.35384	7.46153	15.15384	4.10769	13.43076	3.43076	12.92307	3.90769	13.56923	4.52307	13.61538	5.30769	14.35384	8.10769	10.61538	8.35384	9.16923	6.58461	7.06153	8.07692	5.30769	6.23076	7.66153	4.63076	8.61538	3.84615	6.58461	4.47692	2.18461	5.2923	2.21538	6.78461	3.67692	8.8	6.16923	10.27692																						
FG_TA13_L	3.06153	12.38461	2.78461	6.64615	6.4923	3.92307	8.4	3.6	8.83076	4.26153	7.84615	4.61538	7.56923	5.35384	6.43076	7.90769	10.15384	8.86153	11.67692	7.35384	13.33846	9.01538	15.21538	7.76923	13.53846	5.81538	12.70769	4.84615	14.44615	5.83076	18.53846	7.24615	18.01538	8.55384	16.44615	10.2	13.16923	11.6																						
FG_TA13_R	16.27692	12.50769	16.96923	6.76923	13.2	4.10769	11.52307	3.6923	10.92307	4.23076	11.78461	4.6923	12	5.41538	12.98461	8.04615	8.93846	8.83076	8.21538	6.95384	6.21538	8.84615	4.35384	7.32307	6.03076	5.70769	6.84615	4.8	5.13846	5.70769	1.36923	6.75384	1.75384	8.27692	3.0923	9.90769	5.96923	11.4																						
FG_TA14_L	3.84615	10.75384	3.43076	5.81538	7.10769	3.76923	8.6923	3.55384	9.06153	4.18461	8.2	4.41538	7.84615	5.03076	6.67692	7.03076	9.92307	8.16923	11.41538	6.93846	13.12307	8.58461	14.8	7.44615	13.33846	5.73846	12.58461	4.8	13.95384	5.66153	17.63076	7.06153	17.24615	8.16923	15.78461	9.72307	13.44615	10.6923																						
FG_TA14_R	14.78461	12.55384	16.38461	7.73846	13.41538	4.84615	12.2923	4.26153	11.55384	4.56923	12.24615	5	12.30769	5.75384	12.98461	8.12307	9.38461	8.27692	8.35384	6.6	6.43076	7.76923	4.98461	6.21538	6.83076	4.96923	7.92307	4.41538	6.30769	4.73846	2.4	5.44615	2.4923	6.35384	3.55384	8.13846	5.81538	9.83076																						
FG_TA15_L	3.6923	13.10769	3.15384	7.93846	6.41538	5.50769	8.18461	5.12307	8.61538	5.72307	7.70769	6.06153	7.43076	6.87692	6.47692	9.21538	10.2	10	11.4923	8.43076	13.13846	10.03076	14.83076	8.81538	12.84615	6.6923	12.2	5.81538	13.86153	6.72307	18.24615	8.24615	17.86153	9.35384	16.35384	11.24615	13.53846	12.56923																						
FG_TA15_R	16.01538	12.70769	16.32307	7.21538	12.83076	5.07692	11.21538	4.73846	10.78461	5.26153	11.52307	5.63076	11.76923	6.43076	12.86153	8.83076	9.38461	9.72307	7.90769	8.30769	6.33846	10	4.66153	8.8	6.38461	6.75384	7.07692	5.84615	5.55384	6.67692	1.56923	8.13846	1.93846	9.58461	3.43076	11.26153	5.86153	12.38461																						
