ID	Generation	male.no	Side	Pop.	individual	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26	RawCoord27	RawCoord28	RawCoord29	RawCoord30	RawCoord31	RawCoord32	RawCoord33	RawCoord34	RawCoord35	RawCoord36	RawCoord37	RawCoord38	Centroid.Size	Log.Centroid.Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	CPN	TN	ICD	CIPD	DF	stCPN	stTN	stICD	stCIPD	stDF
FG_SA14_L	FG	14	L	SA	FG_SA14	3.04477	12.70149	1.88059	7.92537	6.22388	5.49253	7.86567	5.26865	8.25373	5.86567	7.43283	6.25373	7.20895	6.74626	6.08955	8.91044	9.40298	9.97014	11.0	8.77611	12.44776	10.25373	14.2388	9.0597	12.67164	7.28358	12.0	6.3582	13.71641	7.56716	17.10447	8.97014	16.64179	10.25373	15.32835	11.61194	12.67164	12.65671	20.983136426191844	3.043719087800068	-0.29873293341866863	0.26389465832882614	-0.39826885646633586	0.05133346908819604	-0.21818143341809063	-0.10346728638523217	-0.1434926326751048	-0.1294605852198873	-0.11969028188638764	-0.10519882339690474	-0.15442873175502003	-0.07929393501050991	-0.1602521155920937	-0.05410364328591511	-0.1921640634637902	0.05772919805875476	-0.027116514291331523	0.075981348810622	0.036297667093271646	0.005019162032682621	0.11802014573308414	0.060479525374345276	0.1905318468888591	-0.012300190860384863	0.10040579556670397	-0.08058890968375017	0.06023746582953965	-0.11752872851550278	0.1519485851519767	-0.07722376480940439	0.32377339592192045	-0.04361821581150752	0.3142661843373195	0.02080103984801733	0.2656334242727149	0.09678348802990216	0.15121305217143372	0.17076219340765242	6.5	2.67	287.4	28.18	3.62	0.2166133	0.0544043	0.8946033	0.5983837	-1.285697
FG_SA17_L	FG	17	L	SA	FG_SA17	2.94029	12.47761	1.1194	6.85074	5.79104	4.34328	7.65671	4.01492	8.22388	4.76119	7.2388	5.1194	6.85074	5.88059	5.68656	8.04477	9.38805	9.16417	11.07462	7.74626	12.62686	9.47761	14.80597	8.14925	13.08955	6.32835	12.22388	5.38805	14.14925	6.53731	18.47761	7.91044	18.01492	9.50746	16.2985	11.02985	13.38805	12.16417	23.512344491843788	3.157525580754933	-0.2791593984972303	0.2603312357921378	-0.3978998848598915	0.03821247467701572	-0.22116463738103181	-0.10216643821923285	-0.14546723340213058	-0.13002830805773358	-0.11606696494632263	-0.10304957825140744	-0.1546329249704148	-0.08058937178546696	-0.16513309580247604	-0.045753740311789845	-0.19755664348146415	0.05377766299291881	-0.0339554612001609	0.0726984206980955	0.02600180440236139	5.244185769238E-4	0.10417117658519182	0.061345825382313784	0.18543295696966777	-0.010790109776815715	0.09970721812311902	-0.07414242387969308	0.056328422757292926	-0.1070100397746008	0.1456973601130239	-0.07341245212772611	0.3374676967742225	-0.04857483581012486	0.33015084576619674	0.02183118647093095	0.26973987738976474	0.09862678974133994	0.15633888566028303	0.16816928366291445	6.83	3.83	355.6	32.05	3.45	0.4769514	1.1010892	1.5659636	1.1308069	-1.960591
FG_SA17_R	FG	17	R	SA	FG_SA17	16.38805	11.46268	17.22388	5.0	13.43283	3.43283	11.71641	3.02985	11.16417	3.64179	12.08955	4.16417	12.31343	4.89552	13.46268	7.1791	9.77611	8.28358	8.1791	6.80597	6.59701	8.47761	4.53731	7.1194	6.22388	5.41791	7.0597	4.40298	5.16417	5.61194	1.43283	6.70149	1.73134	8.46268	3.1194	10.0597	5.88059	11.01492	22.73757181589376	3.124018702317263	-0.28682174769122615	0.27366971838297705	-0.3766379303584181	0.0012994605568557444	-0.22580707944503087	-0.09800431715779032	-0.1549594248760574	-0.12967943035591156	-0.12600912386506158	-0.10781442518193846	-0.16166673994126257	-0.07755605644304492	-0.16527219783187738	-0.044078899151430956	-0.19597093268684215	0.06418895172732103	-0.02743538922105348	0.08128985702846864	0.029318538911644477	0.004154179719595058	0.11161037541341216	0.06326521073668705	0.18934788838156882	-0.012550975920753188	0.10228778864786942	-0.07210040629057873	0.05773171455481751	-0.10902197097852974	0.14970471224023035	-0.07252909447605843	0.32008262007925553	-0.056418639332150224	0.32180119281981273	0.022163332377194464	0.2750588347930685	0.1027376084022513	0.16363690007515147	0.1669858963568355	6.83	3.83	355.6	32.05	3.45	0.4769514	1.1010892	1.5659636	1.1308069	-1.960591
FG_SA19_L	FG	19	L	SA	FG_SA19	3.70149	10.28358	3.58208	5.80597	7.26865	3.25373	8.94029	3.14925	9.53731	3.91044	8.58208	4.01492	8.14925	4.65671	6.95522	6.71641	9.92537	7.89552	11.65671	6.64179	13.16417	8.43283	14.98507	7.70149	13.59701	5.58208	13.02985	4.73134	14.56716	5.70149	18.44776	7.43283	17.65671	8.53731	16.07462	9.97014	13.49253	10.80597	20.869355911086725	3.038281858662066	-0.30406158478432055	0.263216524951499	-0.36428624222091294	0.056815293583080774	-0.22438270814192182	-0.106516679508521	-0.14810628929684838	-0.13176850108711535	-0.11114503698401303	-0.10374811463478559	-0.15417063739087022	-0.08722695419818255	-0.16640809012160146	-0.05216596394658487	-0.19667210150436307	0.05797730186207521	-0.04443157187932735	0.07642967672407391	0.020580432181658843	-0.0028540638079603046	0.11237559418006025	0.06183703980368449	0.1879314045432239	0.005649911355465463	0.09764733792482903	-0.07571789731754666	0.060941773323873905	-0.1082746127387189	0.1441161578187881	-0.0820157182408314	0.3452687171589152	-0.04905207614147497	0.3220844805696725	0.011851088542982127	0.26616685469335843	0.09763521694852284	0.15655150992979883	0.16792852785033702	6.83	4.0	351.6	31.93	3.79	0.4769514	1.2544827	1.5265876	1.1142976	-0.610803
FG_SA25_L	FG	25	L	SA	FG_SA25	3.10447	11.13432	2.40298	6.25373	5.56716	4.10447	7.14925	3.86567	7.52238	4.43283	6.80597	4.74626	6.49253	5.32835	5.47761	7.41791	8.47761	8.40298	9.97014	7.20895	11.41791	8.83582	13.19402	7.76119	11.64179	5.79104	11.08955	5.0	12.56716	5.91044	16.1194	7.59701	15.58208	8.71641	14.10447	10.08955	11.71641	10.98507	19.557804896169497	2.9733744341868595	-0.2769735095102809	0.27245295025890226	-0.36323889638972867	0.0354189154142706	-0.22732729571313665	-0.10534893701603007	-0.15061808325871173	-0.1338850265709155	-0.12599057710593042	-0.10939855693766165	-0.158578894404182	-0.0861969089303457	-0.1681700024185144	-0.05376339648503379	-0.19708925542535932	0.06149597045483015	-0.03654514180692398	0.07937468536746181	0.025668126446384016	0.003949167130022542	0.11520905150446072	0.07022753366186398	0.19287299566425442	-0.0021911932495768116	0.09450556834518598	-0.08455703678105027	0.05856015671211995	-0.11837812877735321	0.14208904561180327	-0.0882788849128503	0.3376218173403046	-0.04107787497810136	0.3224578147335078	0.020603057104159606	0.2628686358709992	0.10484288493610497	0.1526784438037494	0.17471078031130335	5.33	2.0	331.58	33.86	3.45	-0.706404	-0.550147	1.3295109	1.3798213	-1.960591
FG_SA28_L	FG	28	L	SA	FG_SA28	1.89552	10.88059	2.26865	5.13432	5.83582	3.2388	7.70149	3.1194	7.98507	3.76119	7.07462	4.1194	6.68656	4.74626	5.32835	6.91044	8.53731	8.25373	10.3582	7.02985	12.08955	8.95522	13.67164	7.85074	12.43283	5.89552	11.67164	4.76119	13.0597	5.91044	17.32835	7.94029	16.73134	9.0597	14.83582	10.53731	11.95522	11.26865	21.860895411605096	3.084699443099126	-0.2974230400369764	0.2816332098562834	-0.3552147280540262	0.024501889857782913	-0.22302987599014978	-0.10476935428264716	-0.14265582510042818	-0.1340862168326759	-0.12191647876566669	-0.10956530003228371	-0.1572718177128947	-0.08209132451379005	-0.1662202698113549	-0.049554321142167866	-0.19792996710602118	0.06300439470296608	-0.039674786792330136	0.08057482980577696	0.02448093843235509	0.003339123140099789	0.1253411009972918	0.06553778478215905	0.18057788307973008	-0.003378199806754009	0.10093043327735553	-0.07324659659236024	0.05287571919878083	-0.11322733735662957	0.1286685534939589	-0.08067929381300704	0.34227875105371347	-0.04663890602743365	0.33051462986897356	0.010225581987350033	0.2663589098608291	0.09956519131128043	0.14930987010686048	0.16885484495605033	8.0	3.5	342.78	29.51	3.62	1.3999683	0.8033254	1.4397636	0.7813612	-1.285697
FG_SA28_R	FG	28	R	SA	FG_SA28	15.77611	12.70149	16.83582	7.0597	13.61194	4.1791	11.97014	3.65671	11.2985	4.2388	12.08955	4.67164	12.22388	5.41791	13.04477	7.98507	9.44776	8.47761	8.08955	6.74626	6.14925	8.20895	4.77611	6.61194	6.65671	5.1791	7.52238	4.3582	5.82089	5.0597	1.53731	6.0597	1.86567	7.22388	3.0597	9.0	5.59701	10.53731	21.87230772822061	3.0852213493879503	-0.308606893726081	0.2856509864675255	-0.3663631583367739	0.029481371949396817	-0.22372418414744527	-0.10751089682292764	-0.14952917390916565	-0.13409580970929288	-0.11787322927287025	-0.10859292793671682	-0.15332375371951476	-0.08750059823085288	-0.15823865065716414	-0.053161526732608676	-0.19153653352141864	0.06554382795380896	-0.026279192716927365	0.08213690462925015	0.032960728303252106	7.596596877018687E-4	0.1240703528570943	0.06442923730492656	0.18423087661955817	-0.010833985957854161	0.09588848639822915	-0.07325013359662784	0.05496275858822132	-0.1093519495848968	0.13391140200875254	-0.08008341000853507	0.33137816520960206	-0.041429964070318764	0.3182903779329625	0.012342305075004584	0.26662404918423777	0.09550684461527531	0.1531575729054495	0.1699600649677406	8.0	3.5	342.78	29.51	3.62	1.3999683	0.8033254	1.4397636	0.7813612	-1.285697
FG_SA29_L	FG	29	L	SA	FG_SA29	3.92537	11.1194	3.2985	6.07462	6.32835	3.89552	8.01492	3.49253	8.41791	4.07462	7.61194	4.55223	7.3582	5.1194	6.32835	7.14925	9.41791	7.82089	10.95522	6.55223	12.77611	8.0	14.28358	6.59701	12.50746	5.08955	11.91044	4.38805	13.2985	5.0597	17.31343	6.13432	17.0597	7.46268	15.85074	8.88059	13.02985	10.10447	19.98068366260063	2.9947659899823864	-0.30122774895591586	0.27188734651032503	-0.3607292895593992	0.02431724184996964	-0.22214343475685347	-0.10112951085385334	-0.14047444135349188	-0.13063592601569735	-0.11715195546244556	-0.10392856099904522	-0.15458442935658204	-0.0756479204349241	-0.16403072025050613	-0.04598892157402622	-0.20389504446965218	0.060818226821969544	-0.04634470048481787	0.07692690460243763	0.023039607662224678	0.005166782093267836	0.12176743793763278	0.06701308570573454	0.18893986694263934	-0.011250701483372871	0.09209253487452403	-0.07632880954891459	0.05843731544316552	-0.10790120591469876	0.13130535173649052	-0.0822479754663456	0.3371295154694481	-0.05127019406204711	0.33194441047836415	0.016257257949765888	0.2797172966958116	0.09361351048685145	0.14620842740936305	0.1703293703326041	9.0	2.0	639.83	29.6	3.96	2.1888716	-0.550147	4.3639214	0.7937431	0.0640902
FG_SA29_R	FG	29	R	SA	FG_SA29	14.73134	11.13432	15.61194	6.22388	12.70149	3.67164	11.14925	3.1791	10.70149	3.64179	11.40298	4.20895	11.50746	4.85074	12.44776	7.01492	10.08955	7.52238	7.94029	6.40298	6.22388	7.83582	4.76119	6.58208	6.49253	4.97014	7.14925	4.2985	5.73134	4.95522	1.89552	6.34328	2.16417	7.49253	3.56716	8.79104	5.38805	9.59701	19.731456079043728	2.9822141175670565	-0.28624157859085153	0.2819137541520005	-0.35861127140518007	0.039114009653508336	-0.22622901666282924	-0.10616618311040558	-0.15071546374910075	-0.13981780773923597	-0.12549107797971043	-0.11900578979274984	-0.1576735253251865	-0.08643621307651864	-0.15931798178796525	-0.053448255737440616	-0.19444181152245962	0.061093577971274404	-0.07237866350280571	0.07330423010554643	0.029536326642839176	0.00458317046280248	0.12427191246953714	0.06711385881103457	0.19097689379940597	-0.004456662644193254	0.09444887373300878	-0.07594419699051885	0.057480603598837776	-0.10611951151685453	0.13280282668393198	-0.08102696943573942	0.3342035353715687	-0.032866488921539525	0.32718170410203734	0.026662418697719126	0.26380150926550133	0.10020305380881434	0.17639620485941918	0.15130000530249627	9.0	2.0	639.83	29.6	3.96	2.1888716	-0.550147	4.3639214	0.7937431	0.0640902
FG_SA30_L	FG	30	L	SA	FG_SA30	3.62686	11.41791	2.79104	6.19402	6.14925	3.74626	8.02985	3.47761	8.53731	4.19402	7.47761	4.47761	7.13432	5.1791	6.07462	7.46268	9.68656	8.40298	11.2985	7.1194	12.88059	8.68656	14.79104	7.52238	13.07462	5.68656	12.07462	4.76119	13.88059	5.62686	18.47761	7.41791	17.97014	8.43283	16.1791	10.04477	13.34328	11.10447	21.98266691792518	3.090254275460669	-0.28190115463841	0.25881559961524764	-0.360575251425876	0.031128155067816812	-0.22927985514150467	-0.10510829625833343	-0.14708774848841166	-0.13198613270302867	-0.1186881846682135	-0.10387186241579792	-0.16395155259014313	-0.08279475806756967	-0.17380783400333735	-0.048629953385962696	-0.2033167968794253	0.06212731937249726	-0.033939756288858626	0.07580688531736984	0.028209853703370008	0.0055333813146479695	0.11152168697953779	0.06333146654495858	0.18800074975176426	-0.0039415662217367475	0.09654830924197037	-0.07272550830810187	0.044430100566540925	-0.10633493338346804	0.13223482662390737	-0.08175315844497334	0.35244158794816166	-0.0377212325309314	0.3377036504800752	0.011812190443267659	0.2701262353860937	0.09821417255916089	0.1513311334427595	0.16809823148493744	6.83	3.0	278.07	31.67	3.96	0.4769514	0.3521681	0.8027589	1.0785276	0.0640902
FG_SA30_R	FG	30	R	SA	FG_SA30	13.88059	12.20895	15.83582	7.22388	12.61194	4.26865	11.1194	3.61194	10.64179	4.02985	11.34328	4.49253	11.49253	5.3582	12.22388	7.86567	8.47761	8.20895	7.1194	6.74626	5.37313	8.02985	3.74626	6.53731	5.68656	5.0	6.76119	4.28358	4.77611	4.92537	0.50746	5.61194	0.73134	6.98507	2.0597	8.82089	4.56716	10.20895	21.652594603198068	3.0751252903717248	-0.2765388631867481	0.2642707308044867	-0.3691150177511967	0.034825037069898424	-0.22151254160892386	-0.10316293806479856	-0.1528501168347296	-0.13417536338737257	-0.1305925954972103	-0.11508009739425151	-0.16279473032491898	-0.09338541118101164	-0.1692988561511872	-0.05332707340580525	-0.20195084661113805	0.06284784761984252	-0.02871825303224141	0.07701265992815243	0.03336642566943533	0.008816742503009352	0.11463316462475243	0.06733015737473311	0.1891193872640867	-0.0023623496406257466	0.09877506157183885	-0.07250867898359359	0.048810317502013235	-0.10512323875038061	0.14080797034082138	-0.07637021809656214	0.3383269844925211	-0.04658235262873858	0.32860733857267044	0.016957587247412184	0.2680714721120453	0.10237408298143828	0.15285369884810845	0.16764287600416686	6.83	3.0	278.07	31.67	3.96	0.4769514	0.3521681	0.8027589	1.0785276	0.0640902
FG_SA32_L	FG	32	L	SA	FG_SA32	5.1791	10.82089	4.32835	6.0597	7.19402	3.80597	8.97014	3.47761	9.31343	4.07462	8.3582	4.46268	8.14925	5.0	7.13432	7.10447	10.43283	7.79104	11.67164	6.43283	13.34328	8.0	14.86567	6.91044	13.26865	5.25373	12.64179	4.38805	14.1194	5.14925	17.92537	6.50746	17.53731	7.50746	16.1194	9.0597	13.65671	10.07462	19.267821705303323	2.958436435315535	-0.28230986012278203	0.26986458264896807	-0.3598197676429255	0.03096358846363227	-0.2283719091918787	-0.10527766636466988	-0.1393512075922278	-0.13475520969875354	-0.11745694496740428	-0.1064826210150398	-0.16383226875706886	-0.07975360041696689	-0.17077252900891687	-0.050625779658233144	-0.2080575714702715	0.06482083177906803	-0.03351826189162242	0.07676175112188233	0.020583884350509847	-0.001880400817359914	0.11767488531436733	0.0668780945343323	0.1882681601322897	3.684369189372455E-5	0.09437032569914294	-0.07386174513759525	0.05598636590335947	-0.11394451333596597	0.13739606294899395	-0.08526050301487603	0.34278934085508117	-0.04238358963141134	0.3299212721295437	0.011816315344974057	0.2679920755949813	0.10170925684442203	0.1485079477168305	0.17137436466170017	6.67	3.0	322.13	29.53	3.27	0.3507268	0.3521681	1.2364852	0.7841127	-2.675184
FG_SA33_L	FG	33	L	SA	FG_SA33	3.73134	13.28358	2.10447	8.59701	4.64179	5.46268	6.14925	4.74626	6.85074	5.25373	6.02985	5.71641	5.94029	6.49253	5.37313	8.98507	8.68656	9.02985	9.80597	7.38805	11.79104	8.58208	13.2388	7.1194	11.31343	5.70149	10.55223	5.02985	12.13432	5.53731	16.2388	6.04477	16.08955	7.44776	14.98507	9.13432	12.74626	10.89552	20.564518149128407	3.0235671707795566	-0.289859868314262	0.27187405609410165	-0.3570080621955136	0.04003438468636898	-0.2257674416298246	-0.10578761162366059	-0.15071235589795018	-0.13676228291351195	-0.1179268722772279	-0.11032892509366306	-0.15897797233614186	-0.0899321359992341	-0.1653006275745914	-0.052454515170388495	-0.1991811808126275	0.06719591549492034	-0.038307676020599486	0.07778922704734313	0.020245720016308765	8.705087027937953E-4	0.11365259077577122	0.06391850230313109	0.18770398082511758	-0.0034698032482647564	0.0977561233169588	-0.07724260783176042	0.062475068917759474	-0.11180668906416842	0.13806029510474382	-0.08313445803401556	0.33617544613977424	-0.048062913256838986	0.3253653981880849	0.019715718539052907	0.26742542644510653	0.0988555738018919	0.15418200732911264	0.17872805556590202	6.5	2.33	238.43	29.98	3.27	0.2166133	-0.252383	0.412543	0.8460224	-2.675184
FG_SA33_R	FG	33	R	SA	FG_SA33	15.49253	11.28358	16.53731	6.47761	13.55223	3.53731	12.01492	3.04477	11.32835	3.52238	12.20895	3.91044	12.31343	4.71641	13.16417	7.25373	9.64179	7.64179	8.52238	6.13432	6.67164	7.64179	5.19402	6.31343	7.02985	4.61194	7.62686	3.92537	6.1791	4.53731	2.2388	5.70149	2.53731	6.94029	3.76119	8.50746	6.0597	9.86567	20.57217778545859	3.0239395699839497	-0.29485565695418375	0.27394480903121116	-0.3616684508779736	0.04422127380706457	-0.22666942313943667	-0.10842922170483363	-0.15372542729398989	-0.13747754117091301	-0.11882211615757302	-0.1166000588100509	-0.1602432052436179	-0.09481779010889595	-0.16261771763256208	-0.05536438991914836	-0.195392365407242	0.07058879441285779	-0.023178804772096887	0.07762446459389911	0.026096895526624992	7.312153926796027E-4	0.12094571931455095	0.06766752633309854	0.18820045847034922	-0.0017400311942877347	0.09341624873116831	-0.07814152139801056	0.06213623144551088	-0.10945975130493726	0.1344530311085375	-0.08461274040001546	0.3295432414781465	-0.04134374662899816	0.3192139483037571	0.01976840658773249	0.26507792272521424	0.09991845890185853	0.15808947037481536	0.1735218435796898	6.5	2.33	238.43	29.98	3.27	0.2166133	-0.252383	0.412543	0.8460224	-2.675184
FG_SA34_L	FG	34	L	SA	FG_SA34	4.20895	10.20895	4.10447	4.76119	7.3582	2.61194	9.1194	2.41791	9.43283	3.1194	8.55223	3.40298	8.2388	4.0	7.16417	6.16417	10.37313	7.10447	11.83582	5.91044	13.44776	7.43283	15.19402	6.47761	13.49253	4.44776	13.04477	3.73134	14.55223	4.65671	18.3582	6.37313	17.65671	7.3582	16.46268	8.68656	13.86567	9.65671	20.469644799253615	3.0189430472634187	-0.299248476779329	0.2864378296474621	-0.35826007995438747	0.026741993995658173	-0.22382459059209683	-0.10837020290846111	-0.14146278574800547	-0.1351122362501812	-0.11950551268794364	-0.10465084151608028	-0.15883777577238853	-0.08234974782548157	-0.16792013796339128	-0.05066488058780058	-0.19790523447237318	0.0635657458998593	-0.03499185441641573	0.07676811855955021	0.02318099526302387	0.005121399856651745	0.1154175304496654	0.06201292203683356	0.18952936683277513	-0.0010195475151897684	0.087979400924598	-0.08129816896787193	0.05943662816308126	-0.11115490745202013	0.14076288914576274	-0.08180541087541623	0.3399266007145526	-0.03739004699055888	0.31613181226357	0.016718348266056934	0.272137131308566	0.09213930689732729	0.15745409332073565	0.16431032572966217	5.67	1.83	432.48	26.69	3.79	-0.438177	-0.70354	2.3227697	0.3933939	-0.610803
FG_SA34_R	FG	34	R	SA	FG_SA34	12.52238	12.71641	15.20895	8.2388	13.28358	4.67164	11.89552	3.79104	11.26865	4.0597	11.83582	4.67164	11.71641	5.49253	11.73134	7.94029	8.67164	7.20895	7.73134	5.71641	5.55223	6.46268	4.47761	4.80597	6.85074	3.73134	7.59701	3.28358	5.91044	3.47761	1.88059	3.47761	2.0	4.50746	2.56716	6.2985	4.2388	8.19402	20.240284106103587	3.0076748811835743	-0.28813649321480755	0.2844255478659531	-0.3634288350017165	0.037490618590806754	-0.22837959197543012	-0.11055986331844919	-0.15126517455880628	-0.13619242961296646	-0.1244122229404815	-0.11580001554439463	-0.15894137571254674	-0.09323263063577926	-0.163040204564008	-0.05243396931228177	-0.19304687299000517	0.06479610962116707	-0.03750925284968251	0.06634517351136288	0.02544861828878481	0.005986251032604101	0.1210390328292952	0.06785617528144539	0.19241389471663237	0.0012421581321403266	0.09144350711058656	-0.078689995725785	0.060991826359940826	-0.10910410080738045	0.13958145351594062	-0.07961541194689808	0.3328819619734646	-0.03141758776072792	0.3148448844185286	0.01657224724774088	0.2661988725402907	0.09570515869238615	0.16331597205402085	0.1666265646890561	5.67	1.83	432.48	26.69	3.79	-0.438177	-0.70354	2.3227697	0.3933939	-0.610803
FG_SA35_L	FG	35	L	SA	FG_SA35	3.20895	11.73134	2.44776	6.76119	5.62686	4.50746	7.43283	4.2388	7.67164	4.85074	6.86567	5.16417	6.55223	5.85074	5.61194	7.97014	9.04477	8.88059	10.41791	7.58208	12.07462	9.22388	13.82089	8.13432	12.02985	6.19402	11.32835	5.50746	12.89552	6.19402	16.97014	7.64179	16.67164	8.83582	15.1194	10.31343	12.52238	11.56716	20.67174746536314	3.0287679112602444	-0.2854585831979545	0.25904392672117216	-0.3615886685393792	0.02789082904382273	-0.2278862546672452	-0.10513683054191823	-0.14384743248927506	-0.13242061851889364	-0.12754037589247014	-0.10512776989766585	-0.16349942872175793	-0.08371236159121631	-0.17296050368494195	-0.04843167097539147	-0.2008732087272333	0.06026221279782587	-0.029732070922387662	0.07623046363644297	0.02541427945933215	0.0032563246733333905	0.11763458781951963	0.0683503457191755	0.19226047705466756	0.0023585013606994207	0.09123982088740513	-0.07590467907986614	0.052258071027525194	-0.10306512208409588	0.13256349779716997	-0.08283512348594313	0.33862664743300136	-0.046364533215371775	0.3339376498969659	0.013020684747006267	0.27168583493041004	0.09597897106073082	0.15776566053664776	0.17660644963015343	6.0	1.0	184.18	27.69	3.79	-0.177838	-1.452461	-0.121494	0.530971	-0.610803
FG_SA37_L	FG	37	L	SA	FG_SA37	3.47761	12.20895	3.1194	7.22388	6.32835	5.20895	8.13432	5.0	8.61194	5.68656	7.62686	5.86567	7.32835	6.49253	6.19402	8.62686	9.59701	9.70149	11.14925	8.53731	12.68656	10.13432	14.53731	9.0597	12.64179	7.01492	11.97014	6.34328	13.79104	7.2388	17.44776	8.88059	17.10447	9.98507	15.53731	11.38805	12.46268	12.32835	20.559855400540048	3.0233404075145693	-0.29241079835601114	0.2620805506159116	-0.3621785359236737	0.029040915764625724	-0.23104815165373555	-0.10062979457883311	-0.14748180696863572	-0.1296605546024846	-0.11753473795360804	-0.10210459697961109	-0.1624226579894056	-0.08316891945425195	-0.16997017123053254	-0.0502294013425941	-0.2012720901128341	0.0631595883707648	-0.028251963416855635	0.07820394794244134	0.0331634764995274	0.0064767018658072	0.12308766617460115	0.06607559200112659	0.19963176980156744	-0.004552709892918706	0.08797120379619179	-0.08162336873226744	0.04895806421687644	-0.10643465746725483	0.14492035491103109	-0.08315266799964205	0.33599705030664784	-0.04386202801481136	0.3313722839563133	0.012244390278929956	0.2717754918255652	0.09547328810937805	0.1356935521169715	0.17266372411568232	11.0	1.83	579.2	24.85	3.45	3.7666782	-0.70354	3.7670802	0.1402522	-1.960591
FG_SA37_R	FG	37	R	SA	FG_SA37	15.04477	11.79104	16.58208	6.95522	13.77611	4.34328	12.32835	3.82089	11.67164	4.34328	12.53731	4.76119	12.65671	5.46268	13.49253	7.83582	9.82089	8.2985	8.50746	6.86567	6.73134	8.19402	5.2388	6.83582	7.40298	5.16417	8.14925	4.55223	6.22388	5.19402	2.52238	6.22388	2.62686	7.32835	3.85074	9.01492	6.34328	10.2388	20.296047387980433	3.010426157137595	-0.27510466811497164	0.2634369000683756	-0.361199257625309	0.02854615401785819	-0.2286000691884928	-0.10612345125989991	-0.15841380629816695	-0.13496029521075537	-0.12495644942457215	-0.11064312680615251	-0.1666870318367825	-0.08819956824652761	-0.171063893835386	-0.05339217925637947	-0.2071248848130379	0.06527939257760054	-0.025307907000654512	0.08017938701526887	0.03629898938916253	0.006787841804648448	0.12663021515783313	0.068394330493339	0.1972269506448895	-0.0017060708897178936	0.08705994404293256	-0.07938014737508121	0.048987352841724896	-0.10792382670852768	0.14518355297678404	-0.08044860818612752	0.32971027486598137	-0.03769284501304491	0.3269322704498723	0.01693840673309434	0.2702782483958568	0.10263384375887834	0.15015016937233694	0.16827386248315215	11.0	1.83	579.2	24.85	3.45	3.7666782	-0.70354	3.7670802	0.1402522	-1.960591
FG_SA41_L	FG	41	L	SA	FG_SA41	3.46268	12.0597	2.77611	7.44776	5.64179	5.25373	7.43283	4.94029	7.86567	5.47761	6.89552	5.79104	6.61194	6.38805	5.76119	8.41791	8.88059	9.19402	10.31343	8.01492	12.0	9.40298	13.41791	8.20895	11.97014	6.73134	11.26865	5.95522	12.91044	6.77611	16.32835	7.83582	15.92537	9.10447	14.55223	10.46268	12.16417	11.53731	19.30590602925873	2.9604110609774454	-0.29216096201712494	0.2650113339909656	-0.3629214143057905	0.033953461050515055	-0.2329839697750513	-0.10057892872755894	-0.14363633957823224	-0.13045253147722682	-0.11731233866976201	-0.10625703741503201	-0.1645980650221537	-0.08271314532917748	-0.17452259062614517	-0.04992996891874535	-0.2024644627775014	0.060652574693544105	-0.036623280362322125	0.07636304988894056	0.027701142187579006	0.004887951956027413	0.12482752885900954	0.06301098681612949	0.18828708883276757	-0.009110146237539488	0.10268989290295143	-0.07366746559343652	0.06075795217199688	-0.1080290933706351	0.15121789870579888	-0.07862654988275188	0.3345460472714327	-0.05068326528127001	0.3236843985992356	0.017430784892095083	0.2637989606639125	0.09762627873093273	0.14971251293940066	0.17111171021422344	7.33	1.67	211.5	30.15	3.79	0.871403	-0.84791	0.1474443	0.8694105	-0.610803
