ID	Generation	male.no	Side	Pop.	individual	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26	RawCoord27	RawCoord28	RawCoord29	RawCoord30	RawCoord31	RawCoord32	RawCoord33	RawCoord34	RawCoord35	RawCoord36	RawCoord37	RawCoord38	Centroid.Size	Log.Centroid.Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	CPN	TN	ICD	CIPD	DF	stCPN	stTN	stICD	stCIPD	stDF
LG_KL13_R	LG	13	R	KL	LG_KL13	16.80839	12.70002	17.08957	6.9358	13.40297	5.3893	11.80961	5.29558	11.59092	5.79546	12.30949	6.06102	12.60629	6.88894	13.87161	8.9978	10.6224	10.30998	9.15401	9.12277	7.76373	10.76299	5.74859	9.88821	7.51379	7.85745	8.13863	6.74835	6.49841	8.06053	3.15547	9.66951	3.49914	11.01293	5.13937	12.27825	7.51379	12.87185	20.361039264815485	3.013623234820438	-0.2816385629031659	0.28302950320161724	-0.3740243197092826	0.014921911869860402	-0.2213146019008307	-0.10867394565350127	-0.14741876724982356	-0.13497176077244755	-0.1302273781258699	-0.11438330748406597	-0.16049330965231456	-0.0919868268103679	-0.16313687399861623	-0.048855097145668	-0.19388912030694883	0.06801951272394281	-0.02255987058406192	0.08532496030380521	0.03043384347331633	0.009150101020825453	0.1185554652981395	0.06745988459111471	0.20162046692590813	-0.0014835857312169992	0.09046502253835696	-0.07307014540972281	0.04576012612230981	-0.1168150770368784	0.1411590266699572	-0.07742932410913525	0.3209996903160249	-0.04740344486863478	0.32321617094060934	0.020698250241057703	0.2631976702291479	0.10292441122112894	0.1592953219171467	0.16354397984828473	6.0	2.4	257.26	21.82	3.96	-0.177838	-0.189221	0.5979054	-0.276606	0.0640902
LG_KL14_R	LG	14	R	KL	LG_KL14	15.74615	13.69978	16.93336	7.02953	13.41859	4.87381	11.9502	4.4989	11.34098	5.07688	12.10642	5.45179	12.27825	6.26409	13.37173	8.68538	9.56016	9.2946	8.2636	7.87307	6.54527	9.24774	4.98315	7.68562	6.87332	6.29533	7.81059	5.48303	6.06102	6.1235	1.89016	7.01391	2.04637	8.34171	3.26482	10.13815	5.9048	11.46595	21.574252039598157	3.071500568447255	-0.29341515563906895	0.30465492844010966	-0.3707246485323587	1.9761717389057964E-5	-0.2152954038063418	-0.1115941460395687	-0.14856928830225202	-0.13388021752726206	-0.11844478446695698	-0.10917185124845047	-0.1526202523642229	-0.08924516961703163	-0.15785582252314978	-0.05107656705841786	-0.2003246326140616	0.06465624644295942	-0.021876817383446476	0.08007888073224895	0.03337929588559749	0.009927536242154197	0.11753731538749287	0.06780277465097814	0.18462389134308405	-0.009719484860565952	0.09246172273607796	-0.06776614240817147	0.046370083053031225	-0.10222499719801288	0.1295070013183765	-0.0784299475617248	0.3255345924964665	-0.05118872876584187	0.32274412294972965	0.010796185867019387	0.27235444015978993	0.0980253944401802	0.1546143403022118	0.16833554375200807	6.4	1.0	192.28	19.86	3.96	0.1377229	-1.452461	-0.041757	-0.546257	0.0640902
LG_KL16_L	LG	16	L	KL	LG_KL16	3.13985	13.66853	2.92116	8.32609	6.15474	6.32658	7.7481	6.09226	8.13863	6.62338	7.3732	6.90456	6.99829	7.60751	5.98291	9.71637	9.15401	10.60678	10.57554	9.2946	12.07517	10.93483	14.15279	9.79448	12.02831	8.06053	11.46595	7.27947	13.04369	7.9668	17.12082	9.65389	16.74591	10.60678	15.27752	12.10642	12.54381	13.02807	20.281422758621407	3.009705332012745	-0.29978450801372614	0.27969147043741394	-0.35798821353743526	0.022371025570957173	-0.21885588147846308	-0.10346589179586929	-0.1436172664555291	-0.12902514228376954	-0.11993339418552254	-0.10672404616938413	-0.15457803782764534	-0.08625970743281453	-0.16650780310046434	-0.04880929929866131	-0.19701049961294234	0.06257883828371473	-0.03517334297439158	0.07755981010979485	0.022134242458998695	0.0012266491637831847	0.10951997566837382	0.06746930123666228	0.20017334424452143	-0.00636462768133484	0.0816626601365653	-0.07160827407533912	0.04740828620486463	-0.1045107144140982	0.13010267245833626	-0.08518578104727506	0.3429599461597119	-0.03962993821329405	0.3332522614134553	0.009971560783115258	0.275343890439678	0.09582243805905041	0.15089166800161274	0.16489232876734747	6.0	5.0	143.5	20.0	4.31	-0.177838	2.1567973	-0.521947	-0.526997	1.4535772
LG_KL16_R	LG	16	R	KL	LG_KL16	16.23041	11.45033	16.85526	6.3422	13.60605	4.01464	12.10642	3.57725	11.60654	3.9834	12.35635	4.29582	12.57505	5.15499	13.55919	7.48254	9.95069	8.10739	8.90407	6.56089	7.21698	8.06053	5.3893	7.04515	7.62313	5.10812	8.16988	4.43641	6.59214	5.0925	2.48376	6.46717	2.82743	7.4513	4.0615	8.9978	6.639	10.13815	20.40684977357822	3.015870617705579	-0.3073346661509034	0.27583676995224815	-0.36410588603932914	0.02990440125260395	-0.2176084637186935	-0.10032576688447181	-0.14671320845288421	-0.12936488634277402	-0.12024650359169553	-0.11211560536815476	-0.15521050483697776	-0.09301660584328708	-0.16146113152238736	-0.050000292584433934	-0.19748416334427088	0.06857106649165054	-0.018290571156230322	0.08049891600269451	0.02482868080226039	-2.9625871095375917E-4	0.11482249936738896	0.06416372118681744	0.19872643883307758	0.005226742799015832	0.07985306409807445	-0.0777409767136692	0.049716828158740504	-0.10769932337873853	0.13005016901081323	-0.08380299745982689	0.33746677091887506	-0.03790580213664295	0.3257723497023432	0.011880508596147685	0.27352949380838437	0.09365660050578377	0.15368880411341507	0.1625297886359912	6.0	5.0	143.5	20.0	4.31	-0.177838	2.1567973	-0.521947	-0.526997	1.4535772
LG_KL17_L	LG	17	L	KL	LG_KL17	3.81156	13.48108	3.15547	8.01366	6.3422	5.63924	7.98242	5.27996	8.35733	5.84232	7.62313	6.15474	7.32633	6.88894	6.51403	9.15401	9.5914	10.06004	11.02855	8.68538	12.54381	10.21625	14.35587	9.09153	12.80937	7.38882	12.05955	6.4203	13.60605	7.40444	17.402	8.57603	17.07395	9.79448	15.71491	11.4347	13.02807	12.48132	20.51682394022166	3.021245229581469	-0.28760898234297416	0.2887381059724877	-0.3598358480923484	0.03014667764834772	-0.22390135521738405	-0.1079383941301459	-0.14753163285550697	-0.13743187467018955	-0.12528613825683713	-0.11311723901224711	-0.158347586103484	-0.09260722300212368	-0.16719589436344498	-0.05502387699989584	-0.18952281457739925	0.060159066034151186	-0.03448720010551124	0.08095981662214899	0.024557183786244163	0.0040451726391210665	0.10895001807664044	0.0665605415432646	0.18791437141152303	-0.0010984297972289336	0.1007366697881894	-0.07166408595284807	0.05741248915795265	-0.1127627768979122	0.1392494379266025	-0.07682874595555808	0.330873328690687	-0.04856264826840354	0.324114253991435	0.012590782306123288	0.27080394224565607	0.10172182504702974	0.1491057568399592	0.17211330687387894	5.8	1.0	126.02	17.74	4.13	-0.335619	-1.452461	-0.69402	-0.837921	0.7389839
LG_KL17_R	LG	17	R	KL	LG_KL17	15.29314	13.09055	17.80815	8.52916	15.0432	5.5299	13.80912	4.71759	13.24676	5.0925	13.80912	5.59238	13.91847	6.31095	14.19965	8.82597	10.9192	8.9978	9.85696	7.31071	7.9668	8.45106	6.639	6.95142	8.68538	5.68611	9.43519	4.92067	7.7481	5.49865	4.46765	5.74859	4.18647	6.98267	4.82694	8.88845	6.99829	10.43495	19.824198237256457	2.9869033246983934	-0.268629375098851	0.27310163112234365	-0.3750154031408571	0.032534539375321386	-0.22274089496753335	-0.106171735780526	-0.15706529326489962	-0.1415872401830367	-0.1304267020104596	-0.12024613742699826	-0.16092818983302284	-0.09757195717225123	-0.169588184907108	-0.061903163741872005	-0.19481328391514777	0.06335802946647402	-0.03052193750797899	0.086420618744242	0.03033534516117131	0.0062364632490134915	0.12040764307988891	0.07191060065846946	0.19380754085555352	0.002309257653709096	0.0964262995699719	-0.07034597938953438	0.062059613571982176	-0.11213847064885304	0.14440011653703047	-0.07565308096635098	0.3083945501338071	-0.048635938122326985	0.3170738195821251	0.014684101147775838	0.27643255079266527	0.10772285355782864	0.16039178536166443	0.17597560845657242	5.8	1.0	126.02	17.74	4.13	-0.335619	-1.452461	-0.69402	-0.837921	0.7389839
LG_KL18_L	LG	18	L	KL	LG_KL18	2.82743	13.48108	1.7027	7.68562	5.24871	4.88943	6.9358	4.577	7.38882	5.17061	6.51403	5.54552	6.27971	6.29533	5.43617	8.63851	8.96656	9.43519	10.38808	7.91994	12.18452	9.52892	14.09031	8.21674	12.10642	6.46717	11.1379	5.56114	12.96558	6.46717	17.43324	7.63876	17.23016	8.91969	15.65242	10.51305	12.49694	11.88772	22.2313283462126	3.1015024808563005	-0.2879014195391357	0.2852078336334595	-0.36502146454214823	0.030965279756677094	-0.21920017600826452	-0.11058026251181124	-0.14511974292377458	-0.13236453019373667	-0.1220954251336356	-0.10788421090940171	-0.15952234499242807	-0.08705785632702617	-0.16654862225293135	-0.05240833004425568	-0.1934907393895188	0.05638768602879023	-0.03175994462317031	0.07574041893935286	0.02487836382270735	0.0013434027357856959	0.11273249063189764	0.06506963909860555	0.1919810443930585	-0.0024770431447858413	0.09508795372139003	-0.07163576002873526	0.04755312769133619	-0.107720515610454	0.13355700963097036	-0.0756060471711874	0.33895438124293514	-0.043797205091777335	0.33577620171293016	0.014487580537048003	0.2725144025850945	0.09311019363879944	0.1376249039726864	0.16921972666465276	5.6	1.6	146.62	29.32	4.13	-0.4934	-0.911072	-0.491234	0.7552215	0.7389839
LG_KL18_R	LG	18	R	KL	LG_KL18	15.93361	14.0122	17.23016	7.52941	13.69978	5.18623	12.18452	4.65511	11.70026	5.17061	12.45008	5.608	12.52819	6.31095	13.40297	8.9978	9.66951	9.56016	8.35733	7.88869	6.52965	9.45081	4.71759	7.98242	6.95142	6.29533	7.70124	5.42055	5.87356	6.32658	1.48401	7.42006	1.82767	8.63851	3.20234	10.38808	6.06102	11.70026	22.353274310029654	3.1069728118965934	-0.28985050909062954	0.29740143147117276	-0.3672579134684671	0.011807710095351545	-0.2166424468334397	-0.10348482503453198	-0.15055675681463854	-0.13176198940104708	-0.12737530259394986	-0.11019270194497605	-0.15955176548445732	-0.08840083178589091	-0.16093292073727233	-0.056765681044294	-0.19191958503901194	0.06585477316155422	-0.02348103756948775	0.07974200145144343	0.03010137914901892	0.0011499518987685645	0.11643313577549617	0.06541476512480776	0.1929435815170801	-0.005616024211626401	0.0881102243321558	-0.07424748854557656	0.05198511320257834	-0.11105953338849073	0.13634138532014659	-0.0760988212108065	0.33566724920619145	-0.04047270769556923	0.3239894398543817	0.014988577822484916	0.26785716480147653	0.09726630550436173	0.14413956447283058	0.1644750877328639	5.6	1.6	146.62	29.32	4.13	-0.4934	-0.911072	-0.491234	0.7552215	0.7389839
LG_KL19_L	LG	19	L	KL	LG_KL19	3.60849	11.63778	2.99926	6.48279	6.56089	4.38955	8.21674	4.24896	8.60727	4.88943	7.88869	5.06126	7.3732	5.81108	6.27971	7.98242	9.38833	9.27898	10.74737	7.91994	12.23138	9.77886	14.19965	8.76348	12.40322	6.62338	11.9502	5.85794	13.51232	6.95142	16.77715	8.49792	16.55845	9.99755	14.96509	11.29411	12.3876	11.9502	20.068405022476448	2.9991466889216536	-0.2727806973617206	0.2758393002152877	-0.3703417361979903	0.03603673359322562	-0.22683552233409096	-0.11177341547293815	-0.14909239031517713	-0.14047023830823396	-0.1218323644589574	-0.11485407126890301	-0.15411028024080692	-0.09706179678021297	-0.16894654974484052	-0.054192151835761815	-0.19276302922364194	0.06468603991481121	-0.026112394076784055	0.08582495112500288	0.021242135032202195	0.0024917491349417537	0.11721506704380474	0.07218929627476779	0.198383957956821	-0.0027018896561529296	0.08368418267632648	-0.08178025850854112	0.05174589519683902	-0.11258808039859698	0.1413370126319678	-0.08071574575013563	0.31882678627261823	-0.04962075003060635	0.32815350084259914	0.025358454151036436	0.268730286680978	0.1088124516482569	0.15349613961985334	0.17451942195275372	5.2	2.8	128.16	18.66	4.13	-0.808961	0.1717052	-0.672954	-0.71135	0.7389839
LG_KL19_R	LG	19	R	KL	LG_KL19	15.01196	13.4967	16.40224	7.98242	13.55919	5.17061	12.09079	4.62387	11.52843	5.04564	12.23138	5.46741	12.37198	6.3422	12.9031	8.87283	9.5133	9.16963	8.56041	7.3732	6.46717	8.7791	5.10812	7.24823	7.20136	5.81108	8.02929	5.10812	6.06102	5.8267	2.49938	6.59214	2.6556	7.71686	3.73346	9.35709	5.95167	10.85672	20.338080639210045	3.0124950223138853	-0.2951409556584729	0.2978167081567127	-0.36214366006557075	0.026131384894577767	-0.22150462097970552	-0.11149225029154586	-0.1491012286165017	-0.13801691791424497	-0.12154056568161287	-0.11711077249962605	-0.1562430701574695	-0.09653345656807444	-0.16338902507283404	-0.05353388605018378	-0.19018856152440972	0.070841948331524	-0.023446203551966447	0.08632667911557461	0.023930306160064592	-0.0018030635538453044	0.12655285245403383	0.0679081611497675	0.19384085614992053	-0.007064633174568069	0.09121412038267612	-0.07832852602185722	0.05065434910797963	-0.11313678746289854	0.14730958124905674	-0.07727570284616636	0.32240748970756233	-0.038698565990256124	0.3144295071367569	0.01662140572117267	0.26095837148384643	0.09706521308922278	0.15140045747664937	0.17028306191471432	5.2	2.8	128.16	18.66	4.13	-0.808961	0.1717052	-0.672954	-0.71135	0.7389839
LG_KL20_L	LG	20	L	KL	LG_KL20	4.98315	11.77837	4.82694	6.38906	8.37295	4.34269	9.96631	4.21772	10.29436	4.82694	9.41957	5.18623	9.12277	5.84232	8.01366	7.85745	11.27849	9.09153	12.7625	7.88869	14.37149	9.74762	16.46473	8.62289	14.51208	6.70148	13.96534	5.608	15.57432	6.77959	19.37027	8.34171	18.96412	9.79448	17.46448	11.18477	14.48084	11.96582	21.12597708821112	3.0505034248699987	-0.28982171601061607	0.27262494478995974	-0.35942382108871984	0.027008699697501526	-0.2203293423068442	-0.10801311879522928	-0.14862524127951005	-0.13220841157218707	-0.12650584218048355	-0.1080393990923522	-0.162504983984032	-0.08141348207711117	-0.16853196947521884	-0.0478533520862754	-0.196110769991385	0.05751258800684739	-0.03192460857231738	0.07634923158217782	0.022275368072500273	0.0039367954967435585	0.11767342786938867	0.07063865791146247	0.20074036549246893	-0.005240762134915887	0.08884656975852533	-0.07083673041218805	0.05107819483497222	-0.11470014039514141	0.1385166177070867	-0.07955330360016064	0.3308817438747142	-0.051805185935106905	0.3290604485683971	0.019590817395480492	0.27631480641265493	0.10079165110293982	0.1483907522984162	0.17121050011755481	7.0	4.6	204.5	22.56	4.13	0.6110649	1.7958715	0.0785364	-0.174799	0.7389839
LG_KL20_R	LG	20	R	KL	LG_KL20	15.79302	11.24725	16.80839	6.02977	13.74664	3.42103	12.23138	2.9524	11.70026	3.43666	12.4657	3.87405	12.63754	4.63949	13.41859	6.96704	9.76324	7.68562	8.74786	5.96729	6.71711	7.63876	5.06126	6.639	7.2326	4.63949	7.93556	3.73346	6.24847	4.35831	2.07761	5.57676	2.39004	7.01391	3.6866	8.56041	6.18599	9.77886	21.150393551598388	3.0516585129597527	-0.2910852532295905	0.27183211687422904	-0.35859370583210276	0.029602441670232613	-0.22401338217384117	-0.10492584458914694	-0.1543176114888237	-0.1327207898579405	-0.12745281967786487	-0.11187870431281557	-0.16190432407842464	-0.08837551158135942	-0.1671318375968519	-0.05163523593520289	-0.1952146733967444	0.06106061813265059	-0.02014501466780008	0.0811971660143609	0.021293948137692156	-0.0036379255223602538	0.12332822176931119	0.06753501789277552	0.19765284084853013	0.014146464407190452	0.08775616357772009	-0.07196181158118084	0.051196522465978736	-0.11203848641159184	0.1331077948983438	-0.08890920398412311	0.33436023547743227	-0.047146282387163535	0.325033178051333	0.02179236992572929	0.26970644920824927	0.0996020190537246	0.15642326770745404	0.16646158219199242	7.0	4.6	204.5	22.56	4.13	0.6110649	1.7958715	0.0785364	-0.174799	0.7389839
LG_KL21_L	LG	21	L	KL	LG_KL21	3.84281	11.4347	3.6866	6.46717	7.3732	4.84256	8.95094	4.90505	9.16963	5.56114	8.31047	5.71735	7.87307	6.37344	6.70148	8.29485	9.57578	9.71637	11.24725	8.60727	12.6844	10.48181	14.54332	9.70075	13.02807	7.62313	12.43446	6.65462	13.98096	7.81059	17.93312	9.71637	17.52697	10.73175	15.77739	12.15328	12.55943	12.65316	20.433507789123183	3.0171760920413537	-0.27956734887279316	0.2527553656169338	-0.3652475927132359	0.024737946530422467	-0.21990793510052492	-0.10884499115536062	-0.1457383494338438	-0.13087717025786944	-0.12521947463542454	-0.10390587036808539	-0.1625996694872686	-0.08308460397274459	-0.172519775609024	-0.0457470090038682	-0.19653554105423793	0.06189785310272153	-0.040718953270904495	0.08242694059363884	0.019292315104523897	0.004592742988127129	0.11554675789204291	0.06883668437881245	0.1894393865727054	0.003236128826616627	0.08635385704033434	-0.06919935800296687	0.04352848662542377	-0.10474835300500512	0.13351312900403822	-0.0755520038322164	0.3468809813500692	-0.049560211085990596	0.3440670465641693	0.00397740947558782	0.28537020493422727	0.09752695624246689	0.14406247508972472	0.17153154292878037	6.4	1.2	168.8	15.3	4.13	0.1377229	-1.271998	-0.272894	-1.173609	0.7389839
LG_KL21_R	LG	21	R	KL	LG_KL21	16.99585	12.9031	18.12057	6.54527	15.18379	4.59262	13.7154	4.17085	13.16866	4.60825	13.82475	5.0925	13.94972	5.87356	14.55894	8.23236	10.93483	8.66975	9.90383	6.98267	8.01366	8.43544	6.43592	6.99829	8.49792	5.5299	9.32584	4.71759	7.59189	5.3893	3.28044	6.09226	3.51476	7.35757	4.65511	9.10715	7.1545	10.43495	21.33895225956292	3.0605341471782634	-0.29921335317929154	0.28768955462871126	-0.3595296207818074	-0.009050605504391893	-0.2240988960229908	-0.10418661564141846	-0.15572358129821048	-0.12571780222937223	-0.12956603689921597	-0.10584399424879462	-0.1597723129402328	-0.08235725054971575	-0.16471269863262958	-0.045581334306658464	-0.19049979509527865	0.06576760834507171	-0.020017688561710163	0.08198463170073801	0.026360961237559884	0.0016578532330370358	0.11672690396310184	0.06753827009440541	0.18902110454711352	-0.0017315385926670243	0.09058018293460668	-0.06816165891674494	0.050788844405193115	-0.10527238094251667	0.13291313198561502	-0.07582461746007345	0.3359185591072282	-0.04796040191030992	0.32643361021258005	0.011664570831464355	0.27501696375207596	0.0950703544798216	0.15937372126629423	0.16031535698941354	6.4	1.2	168.8	15.3	4.13	0.1377229	-1.271998	-0.272894	-1.173609	0.7389839
LG_KL22_L	LG	22	L	KL	LG_KL22	4.13961	11.99707	2.96802	6.96704	6.46717	4.59262	8.06053	4.35831	8.49792	4.96753	7.63876	5.24871	7.26385	6.06102	6.4203	8.21674	10.06004	9.26336	11.15352	7.91994	13.01244	9.43519	14.76202	8.38857	13.04369	6.46717	12.09079	5.59238	14.10593	6.54527	18.07371	7.79497	17.65194	9.15401	16.1523	10.51305	13.4967	11.45033	21.146057621098574	3.051453487223797	-0.2776807333570287	0.25458753611903373	-0.37053172071731494	0.028455663148219013	-0.22508093023093462	-0.10899340390800832	-0.15242342409396797	-0.13202813489185253	-0.12737027896296535	-0.10688759166917747	-0.16536911380301805	-0.08723159043355946	-0.1767164369658592	-0.04644931234436682	-0.1997866466819604	0.06066129651087036	-0.021831006893176547	0.08194285735797956	0.019089721173658175	0.01088957497262152	0.1174070365605847	0.06758258823591198	0.19120199462897228	0.00541029172404104	0.09635574691389738	-0.07130695802800083	0.04522395181163737	-0.1049486722452479	0.14656434367015556	-0.07571598360386589	0.34138979221771176	-0.04742309529692069	0.3319966605208979	0.019256709461180077	0.2722535566503924	0.09413182428859655	0.1553074875583183	0.15806640060254457	5.4	1.2	234.74	20.0	4.13	-0.65118	-1.271998	0.3762187	-0.526997	0.7389839
LG_KL22_R	LG	22	R	KL	LG_KL22	14.57456	13.02807	15.43373	7.24823	12.24701	5.27996	10.85672	4.92067	10.35684	5.40493	11.07542	5.71735	11.34098	6.639	12.18452	8.88845	8.81034	9.8101	7.49816	8.35733	5.68611	9.84134	4.04588	8.73224	5.93605	6.8577	6.67024	5.99853	4.85818	6.90456	0.98413	8.09177	1.28093	9.38833	2.62435	10.82548	5.10812	11.85648	20.8221775507758	3.0360186470921735	-0.2819871161202502	0.2778079644724514	-0.36048885355113935	0.008248070856274714	-0.22157572572717726	-0.10620727809236696	-0.15771417636162055	-0.1323573066129012	-0.13076718115085495	-0.1125503617991256	-0.16294816852941083	-0.09299836728994262	-0.16959589851547466	-0.04740304124223414	-0.19512721189575707	0.06517732989412593	-0.02848888841770535	0.08709839485193761	0.024536266002214327	0.009403183295845177	0.12045254265427466	0.06826759754970894	0.1913292630988983	0.004788626742621517	0.08915229138355635	-0.07215174819176963	0.04860992150505904	-0.10827814812031153	0.1407669887108688	-0.07693368717113357	0.33292541996562663	-0.04561594398143237	0.32722839097175743	0.018040737442496305	0.27261855356881304	0.09520809600131515	0.16107358240832326	0.1604558813944404	5.4	1.2	234.74	20.0	4.13	-0.65118	-1.271998	0.3762187	-0.526997	0.7389839
LG_KL23_L	LG	23	L	KL	LG_KL23	3.04613	13.278	2.78057	7.99804	6.31095	5.68611	7.84183	5.49865	8.2636	6.04539	7.48254	6.37344	7.1545	7.09201	6.15474	9.24774	9.57578	10.40371	10.98169	9.10715	12.55943	10.73175	14.55894	9.65389	12.9812	7.81059	12.09079	6.8577	13.77788	7.87307	17.51135	9.2946	16.94898	10.59116	15.68367	12.09079	12.94996	12.9812	21.23777114428591	3.0557812541577936	-0.2993602563667766	0.274167100779218	-0.3622953531316142	0.03325982794636273	-0.22170686127103553	-0.10722521386882979	-0.1529176079655435	-0.13056570357667302	-0.12822177707662666	-0.10940376993507515	-0.16108735620095405	-0.08678004265855395	-0.16931455829870742	-0.05049915894119744	-0.1947210933139754	0.05849738963214637	-0.02588463181815003	0.07895547927484337	0.026496586559534206	0.005677313166636531	0.11483968671468042	0.06544029389048041	0.19668377142901763	-0.0034525362005223686	0.10623886102470398	-0.0732994928196945	0.056041066420310315	-0.10868843877424739	0.14357666378887501	-0.0780665986389391	0.32936964836747473	-0.04836032063513301	0.31588870270662545	0.016819353363751385	0.2719368215639722	0.0981127821961498	0.15443768686818812	0.16541173579927718	6.2	1.8	178.32	20.98	3.96	-0.020058	-0.730609	-0.179179	-0.392171	0.0640902
LG_KL23_R	LG	23	R	KL	LG_KL23	15.91798	12.85623	16.48035	7.46692	12.87185	5.37368	11.3566	5.07688	10.88796	5.62362	11.77837	5.84232	11.98145	6.65462	13.04369	8.93531	9.62265	10.04442	8.21674	8.60727	6.60776	10.35684	4.78008	9.10715	6.38906	7.42006	7.1545	6.49841	5.49865	7.42006	1.99951	8.74786	2.40566	10.16939	3.67097	11.62216	6.48279	12.54381	20.88643656938334	3.039099980327811	-0.2912192452293522	0.2760742050156156	-0.36978483372788207	0.02874548632751711	-0.2208120400390322	-0.10437711953864194	-0.1526143540435663	-0.1329703643280602	-0.12534045028491014	-0.11186366349503676	-0.16498241389471774	-0.09298091860311877	-0.16664429272236297	-0.05291794220317828	-0.194381516543389	0.06433649906936183	-0.023185923798897713	0.0832251558303066	0.028841024799679746	0.0022089598425160794	0.12124768926752212	0.06868319480719234	0.19486875233885476	-0.007625799213237187	0.10306265074565121	-0.0711771885689926	0.05823899041064688	-0.10699199859428794	0.14482771826767663	-0.0797981761830738	0.3218126798275475	-0.05140556360024885	0.3165282630444283	0.019196327672473534	0.271244576129666	0.09959061344462766	0.1482927254524373	0.17004829231826524	6.2	1.8	178.32	20.98	3.96	-0.020058	-0.730609	-0.179179	-0.392171	0.0640902
LG_KL24_L	LG	24	L	KL	LG_KL24	5.48303	13.12179	4.73321	8.52916	7.85745	6.4203	9.2165	6.20161	9.66951	6.71711	8.85721	6.99829	8.57603	7.56065	7.87307	9.5133	10.8411	10.34122	11.84085	9.26336	13.278	10.87234	15.15255	9.93507	13.62167	8.20112	13.01244	7.34195	14.40273	8.24798	17.60507	9.46643	17.44886	10.63802	15.98047	12.20014	13.48108	12.88747	18.50700822886065	2.9181494835305504	-0.27794549851193273	0.2734813948557447	-0.3668375147850411	0.038072116037679446	-0.22382821064237113	-0.10712933238563621	-0.15413364566380483	-0.1332707012517449	-0.12461067694263789	-0.11079678930202824	-0.1646461891351416	-0.08719835688407357	-0.17352616278831248	-0.05437839886394305	-0.18989912832708863	0.056642684619867226	-0.023720987587859226	0.06875262204918317	0.017751012644800307	9.144118739042679E-4	0.11114217619852773	0.07079241672254352	0.20043951595515908	0.0010475207810485207	0.10074145268968374	-0.07445692098201052	0.05925522889380334	-0.11346607402616361	0.1426461960703609	-0.08033485340310671	0.32542932829872917	-0.050039575546579604	0.3296768712330402	0.013726644240378963	0.26858224004783027	0.11222146320405557	0.14348399235225667	0.17541972826088076	4.8	1.0	226.22	16.26	4.13	-1.124522	-1.452461	0.2923479	-1.041535	0.7389839
LG_KL24_R	LG	24	R	KL	LG_KL24	14.69953	12.55943	15.6368	7.62313	12.32511	5.76421	10.96607	5.56114	10.6224	5.96729	11.30973	6.32658	11.51281	6.98267	12.48132	9.06028	9.27898	9.98193	8.12301	8.71662	6.73273	10.21625	4.95191	9.15401	6.49841	7.43568	7.17012	6.70148	5.71735	7.46692	2.39004	8.74786	2.62435	10.0288	4.0615	11.41908	6.32658	12.21576	18.877558875630193	2.937973855516176	-0.2776081529316122	0.27041624603618764	-0.37515542988808315	0.02267604660021734	-0.22111271972014307	-0.1068222725263804	-0.15236054434705543	-0.13082237667231614	-0.1304534403682445	-0.11306797622752784	-0.16269028527380142	-0.08757407150932342	-0.1667839276623529	-0.05141044760322404	-0.1966831030237042	0.06631995965346404	-0.02085978079909406	0.08266713996757274	0.026830615373087358	0.0053750206087227635	0.11402894565013262	0.06971234083703845	0.19624358255645435	-0.003180967438563241	0.09875371183549163	-0.077361295895975	0.05653104234534637	-0.1089524540987606	0.13973008728506417	-0.08345055163710523	0.3256163981506381	-0.049634164767401734	0.3260665471313343	0.019365174756501985	0.26498300708194605	0.10594293699318184	0.15492344660459698	0.1698017129236907	4.8	1.0	226.22	16.26	4.13	-1.124522	-1.452461	0.2923479	-1.041535	0.7389839
